"Data","precipitacao_total","pressao_atmosferica","temperatura_maxima","temperatura_media","Temperatura_minima","umidade_relativa_media","umidade_relativa_minima","vel_vento_max","vel_vento_med"
2009-03-08,0.2,957.7,26,21.5,20.1,91.2,76,23.6,1.8
2009-03-09,81.6,957.6,28.7,21.7,17.4,80.2,33,8,1.5
2009-03-10,0,959.7,27.7,21.3,17.7,80.8,41,7.4,1.1
2009-03-11,2.8,958.3,26.6,22.1,19.3,83.6,59,4.7,0.8
2009-03-12,0,955.2,28.9,22.5,20.7,87.5,60,13.8,0.9
2009-03-13,3.2,953.5,29.1,22.7,18.6,76.5,31,8.4,1.4
2009-03-14,0,954.5,29.2,21.2,15.1,72.5,26,9.7,1.3
2009-03-15,0.2,957.7,30,19.8,12.2,77.9,29,7.6,1
2009-03-16,4.8,959.3,23.1,19.3,16,86.9,70,7.7,1.9
2009-03-17,0,960.1,28.3,21.1,18.1,84.1,33,7.8,1
2009-03-18,5.4,963.8,23.6,19.6,16.8,86.2,65,5.5,1.8
2009-03-19,0.2,964.4,24.5,19.8,16.8,83,66,8,1.1
2009-03-20,0,962.6,25.1,20.5,17.8,84.6,66,5.2,1
2009-03-21,0,959.3,29.3,22.1,18.7,79.3,45,8.9,1.1
2009-03-22,0,957.5,28.6,22.7,18.3,76,47,6.8,1.4
2009-03-23,0,957.5,29.9,22.4,17.6,78,29,7.7,1.3
2009-03-24,0.6,959,28.8,21.1,17.9,83.4,42,11.1,1.3
2009-03-25,3.8,959.7,24.7,19.6,17.1,87.9,50,5.1,1.6
2009-03-26,2,958.9,27.1,20.8,16.9,80.3,40,5.3,1.3
2009-03-27,0.6,958,27.8,20.4,15.5,79,34,6.6,1.1
2009-03-28,2,955,29.2,21.7,17.3,80.5,42,8,1.4
2009-03-29,0.2,955.5,29.9,21.2,16.4,81.3,40,4.8,0.8
2009-03-30,0,956.5,27.1,21.9,17.6,81.8,42,4.9,0.8
2009-03-31,0,956,31.2,23,18.6,79.4,29,6.1,1.1
2009-04-01,0.2,958.3,30.3,21.7,16.9,72.9,20,9.3,1.8
2009-04-02,0,961.7,22.3,18.5,15.3,79.2,60,6,1.1
2009-04-03,0.2,961.3,24.8,19.8,17,82.3,54,5.1,0.9
2009-04-04,0,958.8,29.3,21.5,16.5,76.4,23,7.2,1.1
2009-04-05,0,957.7,28.3,21.9,19.1,86,35,9.6,1.1
2009-04-06,1.6,959,28.5,22.6,19.4,84.7,58,6.1,1
2009-04-07,0.2,959.2,29.3,23.2,20,79.1,50,6.5,1.4
2009-04-08,0,959.2,30.3,22.6,18.9,78.6,39,13.9,1.6
2009-04-09,16,959.4,26.6,20.2,16.4,85,59,7.6,0.8
2009-04-10,0.2,958.6,25.4,17.3,10.8,70.7,24,9.1,1.3
2009-04-11,0.2,960.4,25.4,15.3,8.2,76.7,32,6.4,0.5
2009-04-12,0,962.6,26.6,18.4,12.5,78.4,47,6.5,1.4
2009-04-13,0,962.4,27.1,20.3,15.9,81.4,56,6.7,1
2009-04-14,0.2,961.1,30.9,21.1,16.3,80,34,9.6,1.4
2009-04-15,0,964.8,26.1,19,14.4,79.3,44,7.9,1.7
2009-04-16,0,966.8,24.1,18.3,14.9,77.7,50,6.4,1.2
2009-04-17,0,965.4,25.2,18.3,13.6,79.9,48,6.3,0.6
2009-04-18,0,962.7,25.1,18.1,13.2,82.6,54,6.6,0.8
2009-04-19,0.2,959.9,28.6,18.2,12,79.9,36,9.8,1.3
2009-04-20,0.2,963.3,20.1,15.7,13.3,90.8,77,8.9,2.2
2009-04-21,1,966.7,19,15.8,13.7,84.5,67,4.3,1
2009-04-22,17,962.8,17.9,16.1,15,96.3,93,3.3,0.9
2009-04-23,37.6,958.9,24.1,17.6,14.3,87,56,5.9,1.5
2009-04-24,0.2,960.8,25.2,17.3,12.8,87.3,58,5.5,0.8
2009-04-25,0.2,961.3,25.7,18.6,13.8,87.2,61,5.8,1
2009-04-26,0,961.1,26.3,19.5,16,85.3,57,12,0.7
2009-04-27,0.2,961.9,25.9,18.5,14.3,85,51,5.6,1
2009-04-28,0,961.7,26.1,19.7,15.2,82.9,53,7.3,0.9
2009-04-29,0,960.2,25.6,18.9,15.3,85.5,54,6.2,0.9
2009-04-30,0.2,962,26.2,18.3,13.1,77,32,8.1,1.6
2009-05-01,0,965,20.1,16.3,13,85.3,66,4.8,1
2009-05-02,0,964.5,21.7,16.6,14.6,83.8,57,4.7,0.6
2009-05-03,0,962.4,22.5,15.8,10.7,83.9,52,6,0.9
2009-05-04,1.6,960.1,22.9,17.4,13.6,85.1,57,6.8,0.9
2009-05-05,0,958.9,25.8,18.3,14.9,85.1,44,8.1,1.3
2009-05-06,0.4,957.7,23.3,15.5,11.7,74,23,10.6,1.3
2009-05-07,0,961.7,22.8,12.7,5.2,77.9,39,6.2,0.9
2009-05-08,0.2,962.2,17.1,12.3,7.9,93.1,78,3.6,0.6
2009-05-09,3.6,961.3,21.1,16.2,10.3,92.8,73,3.7,0.5
2009-05-10,0,961.1,22.8,17,13.6,89.5,62,5.3,0.6
2009-05-11,0.2,959.7,23.8,17.2,12.3,89.7,67,6.5,1
2009-05-12,0.2,959,24.9,18,14.5,91.6,69,9.8,1.1
2009-05-13,8,956.6,25.5,19.1,15.2,90.5,67,5.3,0.8
2009-05-14,16.6,953.3,19.5,18,17.1,94.6,85,6.5,1.1
2009-05-15,4.4,956.9,17.5,12.7,8.2,70,43,9.7,1.9
2009-05-16,0.2,961.7,18.4,9,3.4,84,39,5,0.6
2009-05-17,0,964.1,20.4,11.4,5,86.5,55,6.8,0.8
2009-05-18,0,965.3,17.6,12.9,8.6,90.7,72,7.1,0.9
2009-05-19,1.4,965,23.3,15.5,9.6,85.5,57,5.3,1.1
2009-05-20,0,966.4,22,17.3,13.7,85.8,64,5.2,0.7
2009-05-21,0.2,965,22.4,15.7,12.4,88.6,56,4.1,0.6
2009-05-22,0.2,964.6,23,15.3,9.8,88.5,61,5.6,0.8
2009-05-23,0,964.3,24.3,16.5,11.1,86.6,53,7.1,0.6
2009-05-24,0,961.8,23.1,16.6,12.3,87.1,62,5.7,1
2009-05-25,1.4,957.5,20.7,17,14.7,93.6,78,4.9,0.5
2009-05-26,0,956.9,22.7,18,14.4,92.9,74,7.9,0.9
2009-05-27,0.6,960.3,18.7,16.7,16.2,97.2,93,4.6,1.2
2009-05-28,15.4,962.9,19.5,15.8,14.1,93.2,81,5.5,1.7
2009-05-29,0,966.2,15.4,13.5,12.3,87,77,6.6,1.9
2009-05-30,4.8,962.6,13.7,12.9,11.7,95.9,86,4,1
2009-05-31,12.6,955.4,17.8,14.5,12.1,86.4,59,13.2,1.6
2009-06-01,2.4,958.7,13.3,10,7.7,74.1,60,10.7,3
2009-06-02,0,961.8,14.4,9.4,4.7,61.9,39,12,2.2
2009-06-03,0,965.8,15,6.7,0.2,75.2,45,7.5,1.4
2009-06-04,0.2,964.1,17.2,6,0.4,88.1,39,3,0.4
2009-06-05,0.2,960.9,21.5,8.6,-0.3,81.7,41,6,0.6
2009-06-06,0,964.9,19.3,10.9,2.9,74.4,36,6.5,1.5
2009-06-07,0,968.2,17.1,10.2,4.2,84.8,55,5.6,0.9
2009-06-08,0.2,966.8,18.6,9.4,3.7,87.7,48,5.1,0.6
2009-06-09,0.2,962.3,17.4,12.4,6,91.3,77,4.8,0.7
2009-06-10,0.2,961.6,20.7,14.7,11,89.8,61,4.6,0.5
2009-06-11,0,964,21.4,14.6,11.7,81.4,41,8.4,1.1
2009-06-12,0,966.5,18.7,11.4,6.9,78.5,42,4.4,0.8
2009-06-13,0,966.5,18,10.4,4,82.9,49,4.9,0.7
2009-06-14,0.2,965.4,18.5,9.5,3.2,86.9,52,4.3,0.5
2009-06-15,0.4,964.1,14.2,7.7,3.7,93.8,70,4.3,0.9
2009-06-16,13.8,958.5,15.5,11.4,6.6,96.2,85,5,1.1
2009-06-17,11,959.5,17.4,12.5,9.2,77.5,59,9,2.3
2009-06-18,0.4,963.8,18.2,10.2,5.1,90.6,62,5.7,0.8
2009-06-19,0,964.2,18.9,12.5,7.6,88.6,60,5.5,0.6
2009-06-20,0,964.8,21,14.5,11.2,84.5,57,4.8,0.6
2009-06-21,0,964,21.1,13.5,8.8,87.5,57,4.7,0.7
2009-06-22,0,961.7,19.2,13.7,9.3,91.4,71,4.5,0.6
2009-06-23,0.2,958.9,16,13.5,11.9,97.3,92,4,0.6
2009-06-24,1,962.3,14.1,12.6,12.5,96.2,89,6.1,2.1
2009-06-25,5.2,964.6,16.9,12.3,10.4,92.1,78,4.5,0.5
2009-06-26,0,966.9,17.5,13.5,10.4,89.4,71,5,1.2
2009-06-27,2.6,967.4,13.9,12.3,11.3,96.4,91,5.8,0.4
2009-06-28,7.8,965.5,16.9,13.8,11.9,93.5,80,3.9,0.9
2009-06-29,0,960.7,20.3,15.8,13.3,89.7,69,5.6,1.3
2009-06-30,11.6,957.1,20.6,15.2,12.5,77.2,31,8.8,1.3
2009-07-01,0.2,959.9,18.9,8.6,1.2,84.8,46,6.6,0.7
2009-07-02,0,961.1,18.7,11.4,3.6,88,64,6.3,1.1
2009-07-03,0.2,963.7,16.2,10.5,7,92.3,72,5.1,0.8
2009-07-04,0.2,965.1,18.7,10.3,6.7,89.8,54,4.7,0.9
2009-07-05,0.2,968,16.7,10.4,5.7,90.3,69,3.3,0.6
2009-07-06,2.4,965.8,17.2,14.5,7.9,95.2,87,3.9,0.2
2009-07-07,0.2,962.3,21.3,16.4,13.3,93.3,78,5.7,1.4
2009-07-08,29.2,961.8,23,17.2,14.4,90.1,64,3.9,0.6
2009-07-09,3,960.1,18.2,15.8,14.6,96,88,5.9,1.3
2009-07-10,24.6,957.6,18.5,15,12.5,94.5,78,5.7,1.3
2009-07-11,16.6,955,15.3,13.2,12.3,96.5,90,5.9,1
2009-07-12,26.6,961.8,16.5,9.4,3.6,85.8,55,4.9,0.7
2009-07-13,0,964.1,17.5,10.8,5.3,89.3,63,6.8,0.8
2009-07-14,1,966.4,17.8,12,6.5,82.7,49,7.2,0.9
2009-07-15,0,968,13.7,10.7,8.3,90.3,76,4.9,1.1
2009-07-16,27.2,965.2,13.4,12.1,9.4,97.8,93,6.3,1
2009-07-17,45.8,963.2,20.9,15.6,11.7,94.3,77,6.6,0.9
2009-07-18,0.2,964.2,21.9,13.6,6.9,81.2,41,7.4,1.3
2009-07-19,0,964.8,19.2,12.2,6.8,86.3,57,5.1,0.9
2009-07-20,0.4,964.6,16.7,10.5,5.4,88.3,61,4.6,1.1
2009-07-21,0,961.2,18,13.2,7.3,87.8,66,6.2,1
2009-07-22,0.8,956.7,14.9,13.3,11.4,93,84,6.7,1.1
2009-07-23,3.4,960.2,12.2,10.3,8.4,97,89,4.2,0.9
2009-07-24,0.8,964.2,13,7.1,1.9,71.9,43,7.6,2.2
2009-07-25,0.2,965.9,10.2,5.2,0,92.8,73,3.5,0.4
2009-07-26,0.4,964.5,18.3,12,3.4,89.3,65,5,0.7
2009-07-27,0,963.7,15.1,13.4,10.3,94.8,87,2.7,0.6
2009-07-28,2.6,961.3,13.9,12.7,11.5,95.5,88,5.3,1.1
2009-07-29,1,960.2,18.9,14.2,11.7,83.8,49,8.5,1.8
2009-07-30,0,965.8,17.8,11.5,7.3,82.1,49,6.3,1.2
2009-07-31,2.6,967.9,12.1,10.2,9.7,93.7,84,5.2,1.4
2009-08-01,46.8,964.6,14.9,11.6,9.3,96.2,88,3.6,0.5
2009-08-02,30.6,958.5,19.7,15.7,10.2,91.8,73,7.5,1.4
2009-08-03,0,961.4,20.4,14.2,10.3,68.4,46,11.9,2.6
2009-08-04,0.2,965.1,20.3,10.9,5.7,86.2,49,5.6,0.7
2009-08-05,0,961.7,22,14.1,6.5,88.7,63,5,0.4
2009-08-06,0.2,958.9,23.9,15.5,10.8,92.3,67,6.2,1
2009-08-07,11.4,964.7,15.7,12.3,10.4,93,80,7.8,1.6
2009-08-08,0,963.3,21.5,15.9,11.9,91.3,73,4.3,0.6
2009-08-09,3.4,961.3,19.1,17,14.5,93,83,6.7,1.2
2009-08-10,0,959.9,19,15.2,11.9,76.5,53,9.9,2.3
2009-08-11,0.2,968.4,18.5,10.1,4.8,86,51,4,0.9
2009-08-12,0,968.6,19.4,10.7,5.1,88.4,60,5.9,0.4
2009-08-13,0,966.8,22.5,14.7,9.2,81.6,52,5.1,0.8
2009-08-14,0.4,963.7,26.1,14.4,9.2,88.9,43,3.7,0.5
2009-08-15,0.2,961.2,23.9,14.4,8.5,87.6,49,4,0.6
2009-08-16,0.2,960,26.8,15,7.2,84.4,47,7.2,0.7
2009-08-17,0,958,20.8,16.4,10.8,92.7,69,8.3,1
2009-08-18,25.6,957.4,21.5,16.4,14.5,92.7,71,7.6,1.6
2009-08-19,30.6,953.5,23.4,16.7,14,88.3,60,10.6,1.7
2009-08-20,11.8,954.3,22.7,16.9,13.2,77.5,45,10,1.9
2009-08-21,0,961.9,18.8,12.6,6.8,70.8,44,7.3,1.7
2009-08-22,0,965.2,18.5,11.5,7.1,79.8,49,8,1.9
2009-08-23,0.6,963.6,17.9,12.9,8.6,90.4,75,6.5,1.1
2009-08-24,0.2,963.3,22.6,16.2,12.1,85.2,56,8,1.5
2009-08-25,0.6,967.4,23.4,16.8,12.1,79.1,47,7.9,2
2009-08-26,0.2,967.8,21.5,14,8.5,85.5,56,7.1,1
2009-08-27,0,965.8,24.8,16.7,9.7,81.5,50,5.3,0.9
2009-08-28,0.2,965.3,25.7,16,10.7,85,44,6.1,0.6
2009-08-29,0.2,964.9,27.3,16.8,11.2,79.9,33,5.1,0.7
2009-08-30,0,964.5,27.5,16.6,10.1,78.2,35,4,0.7
2009-08-31,0,961.3,27.5,16.6,10.4,78.8,33,4.2,0.9
2009-09-01,0.2,958.9,29.4,18.3,11.4,80,37,4.6,0.7
2009-09-02,0.2,959.6,27.2,19.7,13,78,53,8.4,1.8
2009-09-03,1,958.6,21.1,17.9,15.2,92.3,77,7,1.4
2009-09-04,8.4,957.8,24.6,19.5,16.9,85.9,56,7,1.5
2009-09-05,0,960.2,24.5,17.7,12.3,81.9,51,6.1,0.9
2009-09-06,0.2,960,20.1,17.5,15,88.8,76,5.1,1
2009-09-07,0,954.4,21.5,16.7,13.9,93.3,71,8.7,1.3
2009-09-08,36.2,953.4,19.2,16.2,14.2,95.4,82,11,1.5
2009-09-09,12.2,960.2,16.9,14.2,13.8,95.8,91,6.9,2.4
2009-09-10,24,967.4,16.2,13.7,12.1,94.5,88,4.5,1.1
2009-09-11,0.6,969.4,19.2,16,13,89.2,72,5.8,1.2
2009-09-12,19.8,963.7,16.6,15.2,14.3,96.3,88,5.1,0.5
2009-09-13,45.4,960.8,22.7,17.2,12.9,81,54,8.7,2
2009-09-14,0,964.3,21.6,16.2,13.3,84.4,63,6.4,1.8
2009-09-15,0,965.1,19.2,16.2,14.3,89.4,76,5.2,0.8
2009-09-16,0.2,962.8,23,18.3,15.2,87.7,66,5.1,0.8
2009-09-17,0.2,961.1,23.3,18.6,16,85,61,7.5,1.8
2009-09-18,3.6,958.8,17.6,14.2,13.5,93.8,79,8.3,1.8
2009-09-19,17.2,957.5,23.2,16.7,12.4,77.1,37,9.2,1.6
2009-09-20,0,960.6,22.2,14.3,6.2,69.2,39,8.4,1.9
2009-09-21,0,962,18.9,14.9,11.3,86.7,72,8,1.7
2009-09-22,0,958.7,19.2,16.5,14.6,90,80,6.4,1.3
2009-09-23,18,953.7,25.5,18.4,15.8,85.3,59,10.4,1.5
2009-09-24,0,961,21,14.2,7.9,74.4,40,8.3,1.9
2009-09-25,0,964.5,18.1,13.4,10.3,77.1,61,6.8,1.7
2009-09-26,0.2,961.4,22.7,16,12,84,59,7.5,1.4
2009-09-27,6.2,957.1,17.6,16.4,15.1,96.1,91,13,1.8
2009-09-28,103.6,955.8,20.2,17.3,16.4,96.1,88,8.9,2.3
2009-09-29,9.6,964.6,15.4,12.2,10.5,91.1,69,7.9,2.2
2009-09-30,0.4,968.9,17.2,11.1,5.2,78.3,53,9.5,2.4
2009-10-01,24.4,966,12.1,10.6,9.1,97,88,5.1,1.3
2009-10-02,6,961.1,22.1,15.9,10,83.1,52,8.1,0.7
2009-10-03,0.8,963.3,17.5,15.2,13.5,91.4,81,4.8,1.1
2009-10-04,0.8,963.1,19.9,16.6,14.2,88.2,77,5.5,1.1
2009-10-05,0.4,959.3,25.3,18.9,16.1,89.3,66,5.1,0.8
2009-10-06,17.4,959.8,23.1,19.3,16.2,87,67,10,1.9
2009-10-07,NA,NA,21.1,NA,15.5,85,74,5.2,NA
2009-10-08,0.2,965.2,17.3,15.1,13.8,86.1,73,6.9,1.6
2009-10-09,1.2,964.5,16.9,14.1,12.3,90.3,79,5.3,1.7
2009-10-10,0,962.5,21.6,15.9,11.9,79.9,56,8.1,2.1
2009-10-11,NA,NA,NA,NA,11,77.6,58,9.8,NA
2009-10-12,NA,953.8,22.9,17.5,16.2,92.2,67,14.4,1.4
2009-10-13,4.4,959.1,23.1,15.5,10.2,81.8,46,7.1,1.5
2009-10-14,0,957.1,23.3,16,10,86.6,61,5.5,1.3
2009-10-15,25.2,954.9,27.8,19.5,14.6,83.4,47,11.4,1.8
2009-10-16,4.8,961.9,17.2,13.1,12.3,92.2,79,8.4,2.6
2009-10-17,11.2,961.9,15,13.1,11.1,96.4,90,4.4,0.9
2009-10-18,1.6,958.2,24.7,18.2,13,86.7,62,7.3,1
2009-10-19,0,957.7,19.3,16.5,13.5,89.6,80,8.2,1.3
2009-10-20,1,956.3,28.4,20.8,16.7,80.7,46,8.5,1.5
2009-10-21,0,957.5,27.3,20.2,13.6,75.5,45,9.1,1.4
2009-10-22,7.4,955,25.7,19.7,15.9,84.4,61,6.9,1.3
2009-10-23,0,955.9,26.9,20.8,17.2,78.5,51,6.5,1.6
2009-10-24,0,954.2,23.7,20.2,16.9,86.6,69,7.4,0.6
2009-10-25,0,956,23.5,19.8,17,82.8,66,5.9,1.7
2009-10-26,0,956.9,28.6,20.3,16.9,82.9,57,8.5,1.7
2009-10-27,16.4,962.1,18.8,15.9,13,81,67,6.6,2.1
2009-10-28,0,963.4,20.1,16.3,13.1,82.5,70,5.7,0.9
2009-10-29,0.2,960.7,26.5,19.2,15.5,81.8,53,5.5,1.1
2009-10-30,0,957.7,30.7,22.3,16.5,70.4,31,6.6,1.2
2009-10-31,0,957.7,31.4,22.4,16.3,76.4,38,4.8,0.8
2009-11-01,0,957,31.6,23.1,17.4,71.2,34,6.3,1.2
2009-11-02,0,956.6,32.8,24.7,20.2,70.5,31,7.8,1.8
2009-11-03,0,955.3,33,25.1,19,71.1,46,8.3,1.7
2009-11-04,0,955.4,34.4,25.9,18.7,69.2,36,6.5,1.3
2009-11-05,0,955.6,36,26.2,20.1,69,24,10.7,2
2009-11-06,0,954.9,31.1,24,20.7,79.4,48,7.5,1.6
2009-11-07,2,950.6,30.8,24.2,20.7,83.5,57,11.1,2
2009-11-08,48.4,952.8,23.4,20,18.2,90.9,69,12,2.4
2009-11-09,8,957.6,22.5,18.4,15.5,86.3,72,4.2,1.1
2009-11-10,0,957.3,24.5,20.9,18.2,86.9,73,11.8,1.3
2009-11-11,9.6,956.3,26.8,21.8,18.2,84.6,63,6.1,1.2
2009-11-12,0,956.8,28.7,22.7,19.1,77.8,38,6,1.2
2009-11-13,0,957.7,27.1,22.5,20.2,83,49,7.5,1.4
2009-11-14,0.2,956.7,29,23.5,19.9,74.3,29,9.7,1.6
2009-11-15,0,956.2,27.9,22.4,18.5,76.6,37,7.2,1.5
2009-11-16,4.8,957.9,24.1,20.6,18.9,89.1,73,6.9,2.1
2009-11-17,1.2,960,25.6,19.8,16.3,81.8,59,6.9,2
2009-11-18,0,957.2,27,22,17.9,83,63,10.4,1.2
2009-11-19,0.6,954,34.8,23,17,81.3,29,13.1,1.8
2009-11-20,37.4,957.8,29.3,22.2,18.9,84.8,63,11,1.9
2009-11-21,2.2,961.3,21.1,18.7,17.3,90.8,76,6.2,1.6
2009-11-22,3.2,955.6,25.3,19.8,17.4,88.7,65,6.8,1.2
2009-11-23,0.8,954.7,30.6,22.8,16.5,80.1,47,7.7,0.9
2009-11-24,0,954.6,30,23.8,20.3,82.3,56,6.8,1.3
2009-11-25,6.8,955.7,27.7,23,20.6,90.5,71,9.2,1.1
2009-11-26,1.4,956,31.9,24,20.5,79.7,31,11.1,1.2
2009-11-27,0.8,955.3,29.1,23.2,20.2,87.9,67,7.1,1.1
2009-11-28,20.6,951.9,30.5,23.5,20.8,87.9,63,14.7,0.7
2009-11-29,7,952,32,24.3,17.9,79.4,46,9.4,1.5
2009-11-30,0,952.6,27.5,23,19.4,84.6,72,6.2,1.2
2009-12-01,0.2,953.8,31.2,24.2,17.5,76,50,5.3,1.3
2009-12-02,0,954.6,28.9,22.4,18.4,78.6,36,23,1.8
2009-12-03,14.4,953,30.3,23.2,17.5,75.8,45,9.5,1.8
2009-12-04,0,957.5,28.2,20.6,17.3,74.5,38,8.3,2.3
2009-12-05,0.4,959.6,22.2,17.8,13.9,79.9,64,7.7,1.7
2009-12-06,0.6,957,28.2,21.5,17.1,78,51,6.2,1.2
2009-12-07,0,956.7,28.6,22.4,17.4,73.7,52,10.5,2.4
2009-12-08,0,958.2,27.7,21.6,17,79.2,54,7.4,1.9
2009-12-09,0,960.6,24.1,20.4,18,80.4,65,6.3,1.4
2009-12-10,0,960.5,27.7,22,18.9,76.9,32,8.2,2
2009-12-11,0.8,958.4,26.2,22.1,19.2,83.6,63,8.4,2
2009-12-12,48.2,949.9,25,21.9,20.4,87.1,62,10.7,2.4
2009-12-13,1.6,954.9,26.2,19.1,11.9,65.6,30,6.1,1.8
2009-12-14,0,959,26.8,19.9,13.9,74.6,42,7.6,1.4
2009-12-15,0,959.7,28.4,22.1,18.5,76,39,6.9,0.9
2009-12-16,0,958.8,30,24,19.9,71.5,25,7.5,1.6
2009-12-17,1.4,958.2,28.1,21.2,19.6,84.8,38,11,2.3
2009-12-18,5.8,962.2,27.5,20.9,15,74.5,24,7.5,1.3
2009-12-19,2.4,962.8,29.2,22.7,18.4,67.1,19,9.6,2
2009-12-20,0,960.4,30.6,23.5,17.5,67.8,26,7.7,1.4
2009-12-21,0,958.9,33.1,24.1,19.4,75.4,29,7.9,1.5
2009-12-22,0.6,960.3,29.7,23.4,20.6,82.1,44,7.9,1.6
2009-12-23,0,961,29.6,22.9,17.7,77.8,36,6.9,1.4
2009-12-24,1.6,958.2,25.7,22.6,21.2,90,74,5.4,0.8
2009-12-25,26.6,954.6,31.7,24.1,21,81.4,31,10.1,1.2
2009-12-26,19.4,952.4,31.8,25.4,21.1,74.4,31,7.7,1.3
2009-12-27,24.8,950.9,31.7,24.2,21.1,84,35,13.3,1.8
2009-12-28,9.2,949.4,32.8,25.4,20.4,77.5,29,5.8,1.1
2009-12-29,0.2,949.9,34.4,27.1,21.9,73.7,31,9.7,1.2
2009-12-30,0,952.3,31.8,25,22,81.3,46,14.3,1.1
2009-12-31,0.8,957.2,26,22.6,21.3,82,59,8.4,2.2
2010-01-01,0.2,959.2,28.4,21.9,16.2,68.8,46,10.6,2.5
2010-01-02,0,957.8,32.4,24.3,17.5,73,38,7.1,1.3
2010-01-03,0,960,28.9,24.1,19.7,79.4,63,6.9,1.5
2010-01-04,0.6,959.4,26.6,23.3,22.2,90.5,78,16.2,1
2010-01-05,50.4,955.2,28.3,23.5,20.1,90.8,70,8.6,1.3
2010-01-06,5.2,951.8,31.1,25.4,21.5,82.9,44,7.5,1.5
2010-01-07,1.8,956,28.7,23.7,21.2,80.5,59,11.8,2.5
2010-01-08,0,960.1,27.7,22.3,18.2,75.8,54,7.9,2.3
2010-01-09,0.4,957.9,29.1,23.4,20.3,83.6,63,7.4,1.2
2010-01-10,0.2,955.7,27.8,22.7,20.7,89,68,15.3,1.4
2010-01-11,6.6,954.9,28.6,22.5,20.7,90,65,9.1,0.9
2010-01-12,13.4,954,30.7,23.4,19.3,86.9,33,8.6,1.4
2010-01-13,11,955.8,27.7,22.1,19.7,90.6,43,8.8,1.8
2010-01-14,6.8,956.9,30.3,22.9,19.5,83.5,54,8.4,1.6
2010-01-15,0,962.8,26.3,21.1,16.8,78.3,59,8.1,1.7
2010-01-16,0,962.9,24.2,20.1,15.9,85.6,77,6.6,1.4
2010-01-17,4,960.3,29.1,21.9,19.7,89.3,40,17.8,1.3
2010-01-18,62,958.7,31,22.8,18.2,83.3,38,6.2,1.2
2010-01-19,0,955.2,31.9,25.2,20.4,75.5,32,10.2,1.5
2010-01-20,5,953.9,26.5,22.6,20.5,89.7,53,12.9,1
2010-01-21,16,956.6,23.4,19.4,17,90.8,78,6.2,1.6
2010-01-22,1.4,957.9,27,21.1,18.1,89.1,63,6.2,1.3
2010-01-23,11.4,959,28.5,21.5,18.8,88.2,60,7.8,1.4
2010-01-24,23.8,959,29.1,21.5,18.3,85.9,34,12.9,1.4
2010-01-25,28.6,958.5,29.5,22,19,84.8,34,7.3,1
2010-01-26,0.8,957.4,29.8,22.2,18.6,83.3,29,6.8,1.1
2010-01-27,0.2,955.8,29.7,23.4,18.9,77.5,27,5,1.1
2010-01-28,0,955.1,28,23.5,20.6,80.1,33,6.6,1.4
2010-01-29,1.4,954.3,31,24.2,20.5,77.7,28,8.2,1.3
2010-01-30,0,957.8,31.8,25.1,20.3,72.4,28,7.3,1.5
2010-01-31,0.2,959.6,32.4,25.2,19.5,72.5,29,7.1,1.1
2010-02-01,0,959.2,30.9,24.5,19.8,77.2,34,13.7,1.4
2010-02-02,0.2,958.4,33,25.5,20.3,78.7,46,6.4,0.7
2010-02-03,0,957,35.1,26.8,20.4,75.2,33,8.1,1.3
2010-02-04,0,956.8,36.1,27.7,21.8,74.6,32,11.2,1
2010-02-05,0,957.4,35.6,27.4,21.1,70.6,31,9.8,1.4
2010-02-06,0,956.4,33.7,25.9,19.6,76.5,50,9.5,1.3
2010-02-07,0,955.8,35.2,26.9,21.9,74.4,36,8,1.1
2010-02-08,0,954.8,30.4,23.9,22.9,89,67,18.3,1.4
2010-02-09,24.2,953.8,27.1,22.5,20,87.7,67,8.1,1.2
2010-02-10,0,954.7,30.1,23.6,20.1,82.9,43,6.3,1.1
2010-02-11,5.2,957.4,30.1,23,19.7,86.8,40,12,1.7
2010-02-12,30.4,959.9,27.9,23.5,20.8,87.3,67,9.4,1.4
2010-02-13,0,959.7,29.9,24.2,20.8,83.5,48,3.5,0.6
2010-02-14,0,958.3,31,24.8,22.5,83,48,8.1,1.1
2010-02-15,0,956,31.1,23,20.1,85.7,38,13.9,0.8
2010-02-16,10.8,954.5,26.7,22.8,20.5,88.3,65,8.8,1.4
2010-02-17,8.4,958,27.1,22.6,20,84.3,59,8.7,1.6
2010-02-18,4.2,962.8,27.2,22.1,17.5,78.7,55,8.5,1.9
2010-02-19,0,963.5,29.1,22,16.3,82.9,53,6.1,1.3
2010-02-20,0.2,961.4,31.3,24.3,19.6,77.8,36,5.7,0.7
2010-02-21,0,958.4,33,25.8,21.8,74.7,33,5.9,1.2
2010-02-22,0,956.1,32.2,23.8,21,84.8,39,15.7,1
2010-02-23,7.8,954.1,31.1,23.8,21.2,86.6,43,12.2,1.3
2010-02-24,2.2,956.4,30.6,23.1,21.3,84.6,40,13.3,1.6
2010-02-25,7.6,961.1,26.6,20.2,15.3,70.8,28,6.5,1.5
2010-02-26,0,962,26.3,18.8,11.8,76.8,48,6.8,1.8
2010-02-27,0,961.8,25.5,20.1,15.6,79.7,51,6,1.1
2010-02-28,0,961.8,26,20.2,16.8,83.9,62,10.8,1.9
2010-03-01,0,962.5,28.2,20.9,15.3,77.1,41,8.4,2
2010-03-02,1.8,962.1,28.3,21.6,17.7,78.3,45,8.4,1.9
