Data,Vazao,Precipitacao,Chuva_Lag0,Chuva_Lag1,Chuva_Lag2
1990-03-20,134.3535,0.5,0.5,12.2,12.2
1990-03-20,134.3535,0.5,0.5,0.5,12.2
1990-03-21,112.6926,0,0,0.5,0.5
1990-03-21,112.6926,0,0,0,0.5
1990-03-22,93.1607,0,0,0,0
1990-03-22,93.1607,0,0,0,0
1990-03-23,78.7635,1.1,1.1,0,0
1990-03-23,78.7635,1.1,1.1,1.1,0
1990-03-24,148.5222,25,25,1.1,1.1
1990-03-24,148.5222,25,25,25,1.1
1990-03-25,143.7468,0,0,25,25
1990-03-25,143.7468,0,0,0,25
1990-03-26,125.1742,0,0,0,0
1990-03-26,125.1742,0,0,0,0
1990-03-27,104.0485,13,13,0,0
1990-03-27,104.0485,13,13,13,0
1990-03-28,115.3303,0,0,13,13
1990-03-28,115.3303,0,0,0,13
1990-03-29,99.8135,0,0,0,0
1990-03-29,99.8135,0,0,0,0
1990-03-30,121.5636,18.6,18.6,0,0
1990-03-30,121.5636,18.6,18.6,18.6,0
1990-03-31,169.1376,0,0,18.6,18.6
1990-03-31,169.1376,0,0,0,18.6
1990-04-01,199.0366,6.4,6.4,0,0
1990-04-01,199.0366,6.4,6.4,6.4,0
1990-04-02,160.1932,0,0,6.4,6.4
1990-04-02,160.1932,0,0,0,6.4
1990-04-03,155.2946,6.8,6.8,0,0
1990-04-03,155.2946,6.8,6.8,6.8,0
1990-04-04,149.4835,0,0,6.8,6.8
1990-04-04,149.4835,0,0,0,6.8
1990-04-05,122.4629,8,8,0,0
1990-04-05,122.4629,8,8,8,0
1990-04-06,185.4333,33.8,33.8,8,8
1990-04-06,185.4333,33.8,33.8,33.8,8
1990-04-07,212.9572,0,0,33.8,33.8
1990-04-07,212.9572,0,0,0,33.8
1990-04-08,245.119,15.6,15.6,0,0
1990-04-08,245.119,15.6,15.6,15.6,0
1990-04-09,321.1173,6,6,15.6,15.6
1990-04-09,321.1173,6,6,6,15.6
1990-04-10,277.4846,0,0,6,6
1990-04-10,277.4846,0,0,0,6
1990-04-11,233.8589,0,0,0,0
1990-04-11,233.8589,0,0,0,0
1990-04-12,173.1646,0,0,0,0
1990-04-12,173.1646,0,0,0,0
1990-04-13,129.7368,0,0,0,0
1990-04-13,129.7368,0,0,0,0
1990-04-14,118.8788,0,0,0,0
1990-04-14,118.8788,0,0,0,0
1990-04-15,103.1969,0,0,0,0
1990-04-15,103.1969,0,0,0,0
1990-04-16,94.8095,0,0,0,0
1990-04-16,94.8095,0,0,0,0
1990-04-17,91.5215,0.6,0.6,0,0
1990-04-17,91.5215,0.6,0.6,0.6,0
1990-04-18,84.2665,0,0,0.6,0.6
1990-04-18,84.2665,0,0,0,0.6
1990-04-19,77.214,0,0,0,0
1990-04-19,77.214,0,0,0,0
1990-04-20,74.1462,0,0,0,0
1990-04-20,74.1462,0,0,0,0
1990-04-21,72.6278,2.5,2.5,0,0
1990-04-21,72.6278,2.5,2.5,2.5,0
1990-04-22,70.3701,0,0,2.5,2.5
1990-04-22,70.3701,0,0,0,2.5
1990-04-23,73.3857,0,0,0,0
1990-04-23,73.3857,0,0,0,0
1990-04-24,71.12,0,0,0,0
1990-04-24,71.12,0,0,0,0
1990-04-25,75.6749,10.6,10.6,0,0
1990-04-25,75.6749,10.6,10.6,10.6,0
1990-04-26,82.6816,0,0,10.6,10.6
1990-04-26,82.6816,0,0,0,10.6
1990-04-27,66.6604,0,0,0,0
1990-04-27,66.6604,0,0,0,0
1990-04-28,127.9052,17.2,17.2,0,0
1990-04-28,127.9052,17.2,17.2,17.2,0
1990-04-29,168.1358,20,20,17.2,17.2
1990-04-29,168.1358,20,20,20,17.2
1990-04-30,203.2865,0,0,20,20
1990-04-30,203.2865,0,0,0,20
1990-05-01,151.4123,0,0,0,0
1990-05-01,151.4123,0,0,0,0
1990-05-02,111.8179,0,0,0,0
1990-05-02,111.8179,0,0,0,0
1990-05-03,92.3399,0,0,0,0
1990-05-03,92.3399,0,0,0,0
1990-05-04,80.3231,0,0,0,0
1990-05-04,80.3231,0,0,0,0
1990-05-05,74.1462,0,0,0,0
1990-05-05,74.1462,0,0,0,0
1990-05-06,68.1362,0,0,0,0
1990-05-06,68.1362,0,0,0,0
1990-05-07,65.1953,0,0,0,0
1990-05-07,65.1953,0,0,0,0
1990-05-08,63.7412,0,0,0,0
1990-05-08,63.7412,0,0,0,0
1990-05-09,61.5806,0,0,0,0
1990-05-09,61.5806,0,0,0,0
1990-05-10,60.1541,0,0,0,0
1990-05-10,60.1541,0,0,0,0
1990-05-11,58.0353,0,0,0,0
1990-05-11,58.0353,0,0,0,0
1990-05-12,55.9419,0,0,0,0
1990-05-12,55.9419,0,0,0,0
1990-05-13,52.5105,0,0,0,0
1990-05-13,52.5105,0,0,0,0
1990-05-14,51.1584,0,0,0,0
1990-05-14,51.1584,0,0,0,0
1990-05-15,50.4867,0,0,0,0
1990-05-15,50.4867,0,0,0,0
1990-05-16,49.1523,0,0,0,0
1990-05-16,49.1523,0,0,0,0
1990-05-17,51.1584,1,1,0,0
1990-05-17,51.1584,1,1,1,0
1990-05-18,71.12,5.8,5.8,1,1
1990-05-18,71.12,5.8,5.8,5.8,1
1990-05-19,66.6604,0,0,5.8,5.8
1990-05-19,66.6604,0,0,0,5.8
1990-05-20,51.833,0,0,0,0
1990-05-20,51.833,0,0,0,0
1990-05-21,48.4896,0,0,0,0
1990-05-21,48.4896,0,0,0,0
1990-05-22,45.8689,0,0,0,0
1990-05-22,45.8689,0,0,0,0
1990-05-23,45.8689,0,0,0,0
1990-05-23,45.8689,0,0,0,0
1990-05-24,43.9355,0,0,0,0
1990-05-24,43.9355,0,0,0,0
1990-05-25,43.2972,0,0,0,0
1990-05-25,43.2972,0,0,0,0
1990-05-26,42.03,0,0,0,0
1990-05-26,42.03,0,0,0,0
1990-05-27,40.7754,0,0,0,0
1990-05-27,40.7754,0,0,0,0
1990-05-28,40.1529,0,0,0,0
1990-05-28,40.1529,0,0,0,0
1990-05-29,58.0353,20.8,20.8,0,0
1990-05-29,58.0353,20.8,20.8,20.8,0
1990-05-30,494.3352,60.6,60.6,20.8,20.8
1990-05-30,494.3352,60.6,60.6,60.6,20.8
1990-05-31,573.4994,27.6,27.6,60.6,60.6
1990-05-31,573.4994,27.6,27.6,27.6,60.6
1990-06-01,645.6925,22.4,22.4,27.6,27.6
1990-06-01,645.6925,22.4,22.4,22.4,27.6
1990-06-02,670.5009,13.4,13.4,22.4,22.4
1990-06-02,670.5009,13.4,13.4,13.4,22.4
1990-06-03,608.3726,4.6,4.6,13.4,13.4
1990-06-03,608.3726,4.6,4.6,4.6,13.4
1990-06-04,547.1103,0.5,0.5,4.6,4.6
1990-06-04,547.1103,0.5,0.5,0.5,4.6
1990-06-05,507.7042,26,26,0.5,0.5
1990-06-05,507.7042,26,26,26,0.5
1990-06-06,803.5669,42.4,42.4,26,26
1990-06-06,803.5669,42.4,42.4,42.4,26
1990-06-07,660.5333,0,0,42.4,42.4
1990-06-07,660.5333,0,0,0,42.4
1990-06-08,644.0518,0,0,0,0
1990-06-08,644.0518,0,0,0,0
1990-06-09,639.1393,6.8,6.8,0,0
1990-06-09,639.1393,6.8,6.8,6.8,0
1990-06-10,537.9137,0,0,6.8,6.8
1990-06-10,537.9137,0,0,0,6.8
1990-06-11,468.0207,0,0,0,0
1990-06-11,468.0207,0,0,0,0
1990-06-12,424.0423,0,0,0,0
1990-06-12,424.0423,0,0,0,0
1990-06-13,334.9459,0,0,0,0
1990-06-13,334.9459,0,0,0,0
1990-06-14,294.1544,8.4,8.4,0,0
1990-06-14,294.1544,8.4,8.4,8.4,0
1990-06-15,286.9633,5.1,5.1,8.4,8.4
1990-06-15,286.9633,5.1,5.1,5.1,8.4
1990-06-16,262.3366,0,0,5.1,5.1
1990-06-16,262.3366,0,0,0,5.1
1990-06-17,209.717,0,0,0,0
1990-06-17,209.717,0,0,0,0
1990-06-18,169.1376,0,0,0,0
1990-06-18,169.1376,0,0,0,0
1990-06-19,117.1001,0,0,0,0
1990-06-19,117.1001,0,0,0,0
1990-06-20,103.1969,0,0,0,0
1990-06-20,103.1969,0,0,0,0
1990-06-21,165.1423,23.8,23.8,0,0
1990-06-21,165.1423,23.8,23.8,23.8,0
1990-06-22,181.3127,0,0,23.8,23.8
1990-06-22,181.3127,0,0,0,23.8
1990-06-23,148.5222,0,0,0,0
1990-06-23,148.5222,0,0,0,0
1990-06-24,126.9927,0,0,0,0
1990-06-24,126.9927,0,0,0,0
1990-06-25,104.9026,7.8,7.8,0,0
1990-06-25,104.9026,7.8,7.8,7.8,0
1990-06-26,135.2833,0.9,0.9,7.8,7.8
1990-06-26,135.2833,0.9,0.9,0.9,7.8
1990-06-27,118.8788,0,0,0.9,0.9
1990-06-27,118.8788,0,0,0,0.9
1990-06-28,103.1969,0,0,0,0
1990-06-28,103.1969,0,0,0,0
1990-06-29,96.468,0,0,0,0
1990-06-29,96.468,0,0,0,0
1990-06-30,91.5215,0,0,0,0
1990-06-30,91.5215,0,0,0,0
1990-07-01,85.5532,0,0,0,0
1990-07-01,85.5532,0,0,0,0
1990-07-02,81.2936,0,0,0,0
1990-07-02,81.2936,0,0,0,0
1990-07-03,78.7555,0,0,0,0
1990-07-03,78.7555,0,0,0,0
1990-07-04,88.9867,8,8,0,0
1990-07-04,88.9867,8,8,8,0
1990-07-05,136.2152,7.2,7.2,8,8
1990-07-05,136.2152,7.2,7.2,7.2,8
1990-07-06,126.0824,4,4,7.2,7.2
1990-07-06,126.0824,4,4,4,7.2
1990-07-07,126.9927,0,0,4,4
1990-07-07,126.9927,0,0,0,4
1990-07-08,111.8179,0,0,0,0
1990-07-08,111.8179,0,0,0,0
1990-07-09,97.3008,0,0,0,0
1990-07-09,97.3008,0,0,0,0
1990-07-10,93.9839,0,0,0,0
1990-07-10,93.9839,0,0,0,0
1990-07-11,83.845,0,0,0,0
1990-07-11,83.845,0,0,0,0
1990-07-12,77.9124,0,0,0,0
1990-07-12,77.9124,0,0,0,0
1990-07-13,74.5555,0,0,0,0
1990-07-13,74.5555,0,0,0,0
1990-07-14,69.5672,0,0,0,0
1990-07-14,69.5672,0,0,0,0
1990-07-15,68.7415,0,0,0,0
1990-07-15,68.7415,0,0,0,0
1990-07-16,77.0709,22.4,22.4,0,0
1990-07-16,77.0709,22.4,22.4,22.4,0
1990-07-17,112.6926,0,0,22.4,22.4
1990-07-17,112.6926,0,0,0,22.4
1990-07-18,294.1544,38.4,38.4,0,0
1990-07-18,294.1544,38.4,38.4,38.4,0
1990-07-19,466.5755,28.8,28.8,38.4,38.4
1990-07-19,466.5755,28.8,28.8,28.8,38.4
1990-07-20,536.387,30.6,30.6,28.8,28.8
1990-07-20,536.387,30.6,30.6,30.6,28.8
1990-07-21,663.8493,15.4,15.4,30.6,30.6
1990-07-21,663.8493,15.4,15.4,15.4,30.6
1990-07-22,587.6677,0,0,15.4,15.4
1990-07-22,587.6677,0,0,0,15.4
1990-07-23,556.3681,0,0,0,0
1990-07-23,556.3681,0,0,0,0
1990-07-24,504.7211,10.4,10.4,0,0
1990-07-24,504.7211,10.4,10.4,10.4,0
1990-07-25,442.2767,0,0,10.4,10.4
1990-07-25,442.2767,0,0,0,10.4
1990-07-26,331.1517,0,0,0,0
1990-07-26,331.1517,0,0,0,0
1990-07-27,284.5819,0,0,0,0
1990-07-27,284.5819,0,0,0,0
1990-07-28,228.2954,2.2,2.2,0,0
1990-07-28,228.2954,2.2,2.2,2.2,0
1990-07-29,184.4003,0,0,2.2,2.2
1990-07-29,184.4003,0,0,0,2.2
1990-07-30,160.1932,0,0,0,0
1990-07-30,160.1932,0,0,0,0
1990-07-31,143.7468,0,0,0,0
1990-07-31,143.7468,0,0,0,0
1990-08-01,133.4259,0,0,0,0
1990-08-01,133.4259,0,0,0,0
1990-08-02,122.4629,0,0,0,0
1990-08-02,122.4629,0,0,0,0
1990-08-03,116.2141,0,0,0,0
1990-08-03,116.2141,0,0,0,0
1990-08-04,107.4786,0,0,0,0
1990-08-04,107.4786,0,0,0,0
1990-08-05,96.468,0,0,0,0
1990-08-05,96.468,0,0,0,0
1990-08-06,87.2672,0,0,0,0
1990-08-06,87.2672,0,0,0,0
1990-08-07,93.1607,0,0,0,0
1990-08-07,93.1607,0,0,0,0
1990-08-08,86.4095,0,0,0,0
1990-08-08,86.4095,0,0,0,0
1990-08-09,80.4461,0,0,0,0
1990-08-09,80.4461,0,0,0,0
1990-08-10,77.9124,0,0,0,0
1990-08-10,77.9124,0,0,0,0
1990-08-11,75.3924,0,0,0,0
1990-08-11,75.3924,0,0,0,0
1990-08-12,72.0542,0,0,0,0
1990-08-12,72.0542,0,0,0,0
1990-08-13,68.7415,0,0,0,0
1990-08-13,68.7415,0,0,0,0
1990-08-14,67.9174,0,0,0,0
1990-08-14,67.9174,0,0,0,0
1990-08-15,67.9174,0,0,0,0
1990-08-15,67.9174,0,0,0,0
1990-08-16,87.2672,24.2,24.2,0,0
1990-08-16,87.2672,24.2,24.2,24.2,0
1990-08-17,142.798,1,1,24.2,24.2
1990-08-17,142.798,1,1,1,24.2
1990-08-18,108.3418,0,0,1,1
1990-08-18,108.3418,0,0,0,1
1990-08-19,180.2874,22,22,0,0
1990-08-19,180.2874,22,22,22,0
1990-08-20,469.4677,28.2,28.2,22,22
1990-08-20,469.4677,28.2,28.2,28.2,22
1990-08-21,435.2277,0,0,28.2,28.2
1990-08-21,435.2277,0,0,0,28.2
1990-08-22,290.5501,0,0,0,0
1990-08-22,290.5501,0,0,0,0
1990-08-23,199.0366,0,0,0,0
1990-08-23,199.0366,0,0,0,0
1990-08-24,152.3798,0,0,0,0
1990-08-24,152.3798,0,0,0,0
1990-08-25,138.0854,1.2,1.2,0,0
1990-08-25,138.0854,1.2,1.2,1.2,0
1990-08-26,155.2946,10.4,10.4,1.2,1.2
1990-08-26,155.2946,10.4,10.4,10.4,1.2
1990-08-27,324.866,30.2,30.2,10.4,10.4
1990-08-27,324.866,30.2,30.2,30.2,10.4
1990-08-28,407.4802,0,0,30.2,30.2
1990-08-28,407.4802,0,0,0,30.2
1990-08-29,309.9745,0,0,0,0
1990-08-29,309.9745,0,0,0,0
1990-08-30,220.5819,0,0,0,0
1990-08-30,220.5819,0,0,0,0
1990-08-31,174.1763,0,0,0,0
1990-08-31,174.1763,0,0,0,0
1990-09-01,151.4123,0,0,0,0
1990-09-01,151.4123,0,0,0,0
1990-09-02,145.6507,0.2,0.2,0,0
1990-09-02,145.6507,0.2,0.2,0.2,0
1990-09-03,126.0824,0,0,0.2,0.2
1990-09-03,126.0824,0,0,0,0.2
1990-09-04,126.0824,0.6,0.6,0,0
1990-09-04,126.0824,0.6,0.6,0.6,0
1990-09-05,128.8199,9,9,0.6,0.6
1990-09-05,128.8199,9,9,9,0.6
1990-09-06,128.8199,0.1,0.1,9,9
1990-09-06,128.8199,0.1,0.1,0.1,9
1990-09-07,158.2277,16.2,16.2,0.1,0.1
1990-09-07,158.2277,16.2,16.2,16.2,0.1
1990-09-08,301.4154,34.4,34.4,16.2,16.2
1990-09-08,301.4154,34.4,34.4,34.4,16.2
1990-09-09,432.4206,0,0,34.4,34.4
1990-09-09,432.4206,0,0,0,34.4
1990-09-10,352.8764,0,0,0,0
1990-09-10,352.8764,0,0,0,0
1990-09-11,230.5154,0,0,0,0
1990-09-11,230.5154,0,0,0,0
1990-09-12,205.4226,10,10,0,0
1990-09-12,205.4226,10,10,10,0
1990-09-13,381.7916,27.6,27.6,10,10
1990-09-13,381.7916,27.6,27.6,27.6,10
1990-09-14,352.8764,0,0,27.6,27.6
1990-09-14,352.8764,0,0,0,27.6
1990-09-15,284.5819,0,0,0,0
1990-09-15,284.5819,0,0,0,0
1990-09-16,183.3692,0,0,0,0
1990-09-16,183.3692,0,0,0,0
1990-09-17,163.1567,0,0,0,0
1990-09-17,163.1567,0,0,0,0
1990-09-18,144.6977,0,0,0,0
1990-09-18,144.6977,0,0,0,0
1990-09-19,127.9052,1,1,0,0
1990-09-19,127.9052,1,1,1,0
1990-09-20,121.5636,3.5,3.5,1,1
1990-09-20,121.5636,3.5,3.5,3.5,1
1990-09-21,127.9052,2.6,2.6,3.5,3.5
1990-09-21,127.9052,2.6,2.6,2.6,3.5
1990-09-22,197.9789,13.4,13.4,2.6,2.6
1990-09-22,197.9789,13.4,13.4,13.4,2.6
1990-09-23,266.9715,13.6,13.6,13.4,13.4
1990-09-23,266.9715,13.6,13.6,13.6,13.4
1990-09-24,209.717,0,0,13.6,13.6
1990-09-24,209.717,0,0,0,13.6
1990-09-25,175.1899,0,0,0,0
1990-09-25,175.1899,0,0,0,0
1990-09-26,140.9066,0,0,0,0
1990-09-26,140.9066,0,0,0,0
1990-09-27,121.5636,0,0,0,0
1990-09-27,121.5636,0,0,0,0
1990-09-28,114.4488,0.2,0.2,0,0
1990-09-28,114.4488,0.2,0.2,0.2,0
1990-09-29,119.7715,11.2,11.2,0.2,0.2
1990-09-29,119.7715,11.2,11.2,11.2,0.2
1990-09-30,169.1376,20.2,20.2,11.2,11.2
1990-09-30,169.1376,20.2,20.2,20.2,11.2
1990-10-01,181.2264,0,0,20.2,20.2
1990-10-01,181.2264,0,0,0,20.2
1990-10-02,174.0934,6.4,6.4,0,0
1990-10-02,174.0934,6.4,6.4,6.4,0
1990-10-03,162.0897,0,0,6.4,6.4
1990-10-03,162.0897,0,0,0,6.4
1990-10-04,141.7837,0,0,0,0
1990-10-04,141.7837,0,0,0,0
1990-10-05,117.0444,0,0,0,0
1990-10-05,117.0444,0,0,0,0
1990-10-06,112.639,0,0,0,0
1990-10-06,112.639,0,0,0,0
1990-10-07,110.8926,0,0,0,0
1990-10-07,110.8926,0,0,0,0
1990-10-08,104.8527,0,0,0,0
1990-10-08,104.8527,0,0,0,0
1990-10-09,136.1504,20,20,0,0
1990-10-09,136.1504,20,20,20,0
1990-10-10,450.7942,48,48,20,20
1990-10-10,450.7942,48,48,48,20
1990-10-11,503.2322,0,0,48,48
1990-10-11,503.2322,0,0,0,48
1990-10-12,436.6339,16.2,16.2,0,0
1990-10-12,436.6339,16.2,16.2,16.2,0
1990-10-13,542.5043,19.8,19.8,16.2,16.2
1990-10-13,542.5043,19.8,19.8,19.8,16.2
1990-10-14,658.8778,27,27,19.8,19.8
1990-10-14,658.8778,27,27,27,19.8
1990-10-15,839.6663,38.2,38.2,27,27
1990-10-15,839.6663,38.2,38.2,38.2,27
1990-10-16,719.5017,0,0,38.2,38.2
1990-10-16,719.5017,0,0,0,38.2
1990-10-17,690.6119,0,0,0,0
1990-10-17,690.6119,0,0,0,0
1990-10-18,605.1689,13.8,13.8,0,0
1990-10-18,605.1689,13.8,13.8,13.8,0
1990-10-19,545.5733,10.4,10.4,13.8,13.8
1990-10-19,545.5733,10.4,10.4,10.4,13.8
1990-10-20,515.192,0,0,10.4,10.4
1990-10-20,515.192,0,0,0,10.4
1990-10-21,468.0207,0,0,0,0
1990-10-21,468.0207,0,0,0,0
1990-10-22,415.7287,3.9,3.9,0,0
1990-10-22,415.7287,3.9,3.9,3.9,0
1990-10-23,318.6278,0,0,3.9,3.9
1990-10-23,318.6278,0,0,0,3.9
1990-10-24,275.0773,0,0,0,0
1990-10-24,275.0773,0,0,0,0
1990-10-25,229.2953,5.8,5.8,0,0
1990-10-25,229.2953,5.8,5.8,5.8,0
1990-10-26,169.0571,0,0,5.8,5.8
1990-10-26,169.0571,0,0,0,5.8
1990-10-27,141.7837,0,0,0,0
1990-10-27,141.7837,0,0,0,0
1990-10-28,130.5937,0,0,0,0
1990-10-28,130.5937,0,0,0,0
1990-10-29,121.5057,0,0,0,0
1990-10-29,121.5057,0,0,0,0
1990-10-30,117.9322,0,0,0,0
1990-10-30,117.9322,0,0,0,0
1990-10-31,117.0444,15.6,15.6,0,0
1990-10-31,117.0444,15.6,15.6,15.6,0
1990-11-01,199.0366,7.8,7.8,15.6,15.6
1990-11-01,199.0366,7.8,7.8,7.8,15.6
1990-11-02,243.985,0,0,7.8,7.8
1990-11-02,243.985,0,0,0,7.8
1990-11-03,159.2094,0,0,0,0
1990-11-03,159.2094,0,0,0,0
1990-11-04,131.577,0,0,0,0
1990-11-04,131.577,0,0,0,0
1990-11-05,148.5222,4.8,4.8,0,0
1990-11-05,148.5222,4.8,4.8,4.8,0
1990-11-06,130.6558,0,0,4.8,4.8
1990-11-06,130.6558,0,0,0,4.8
1990-11-07,118.8788,0,0,0,0
1990-11-07,118.8788,0,0,0,0
1990-11-08,111.8179,3.3,3.3,0,0
1990-11-08,111.8179,3.3,3.3,3.3,0
1990-11-09,343.8652,52.4,52.4,3.3,3.3
1990-11-09,343.8652,52.4,52.4,52.4,3.3
1990-11-10,500.2596,12.8,12.8,52.4,52.4
1990-11-10,500.2596,12.8,12.8,12.8,52.4
1990-11-11,452.22,0,0,12.8,12.8
1990-11-11,452.22,0,0,0,12.8
1990-11-12,438.0419,21.6,21.6,0,0
1990-11-12,438.0419,21.6,21.6,21.6,0
1990-11-13,371.1733,0,0,21.6,21.6
1990-11-13,371.1733,0,0,0,21.6
1990-11-14,301.4154,0,0,0,0
1990-11-14,301.4154,0,0,0,0
1990-11-15,220.5819,0,0,0,0
1990-11-15,220.5819,0,0,0,0
1990-11-16,200.0963,11,11,0,0
1990-11-16,200.0963,11,11,11,0
1990-11-17,311.205,22.4,22.4,11,11
1990-11-17,311.205,22.4,22.4,22.4,11
1990-11-18,326.1193,0,0,22.4,22.4
1990-11-18,326.1193,0,0,0,22.4
1990-11-19,289.3525,0,0,0,0
1990-11-19,289.3525,0,0,0,0
1990-11-20,243.985,1.4,1.4,0,0
1990-11-20,243.985,1.4,1.4,1.4,0
1990-11-21,285.7716,8,8,1.4,1.4
1990-11-21,285.7716,8,8,8,1.4
1990-11-22,334.9459,19,19,8,8
1990-11-22,334.9459,19,19,19,8
1990-11-23,279.8425,3.4,3.4,19,19
1990-11-23,279.8425,3.4,3.4,3.4,19
1990-11-24,220.5819,0,0,3.4,3.4
1990-11-24,220.5819,0,0,0,3.4
1990-11-25,190.6274,15.6,15.6,0,0
1990-11-25,190.6274,15.6,15.6,15.6,0
1990-11-26,196.923,5.4,5.4,15.6,15.6
1990-11-26,196.923,5.4,5.4,5.4,15.6
1990-11-27,192.7183,4.4,4.4,5.4,5.4
1990-11-27,192.7183,4.4,4.4,4.4,5.4
1990-11-28,151.4123,0,0,4.4,4.4
1990-11-28,151.4123,0,0,0,4.4
1990-11-29,108.3418,0,0,0,0
1990-11-29,108.3418,0,0,0,0
1990-11-30,102.3475,0,0,0,0
1990-11-30,102.3475,0,0,0,0
1990-12-01,97.3008,0,0,0,0
1990-12-01,97.3008,0,0,0,0
1990-12-02,90.7056,0,0,0,0
1990-12-02,90.7056,0,0,0,0
1990-12-03,95.6376,13,13,0,0
1990-12-03,95.6376,13,13,13,0
1990-12-04,111.8179,0.6,0.6,13,13
1990-12-04,111.8179,0.6,0.6,0.6,13
1990-12-05,99.8135,0,0,0.6,0.6
1990-12-05,99.8135,0,0,0,0.6
1990-12-06,88.1262,1.3,1.3,0,0
1990-12-06,88.1262,1.3,1.3,1.3,0
1990-12-07,84.6984,0.8,0.8,1.3,1.3
1990-12-07,84.6984,0.8,0.8,0.8,1.3
1990-12-08,75.3924,0,0,0.8,0.8
1990-12-08,75.3924,0,0,0,0.8
1990-12-09,65.4552,0,0,0,0
1990-12-09,65.4552,0,0,0,0
1990-12-10,61.3859,0,0,0,0
1990-12-10,61.3859,0,0,0,0
1990-12-11,66.2743,15,15,0,0
1990-12-11,66.2743,15,15,15,0
1990-12-12,84.6984,0,0,15,15
1990-12-12,84.6984,0,0,0,15
1990-12-13,98.9736,21.2,21.2,0,0
1990-12-13,98.9736,21.2,21.2,21.2,0
1990-12-14,195.869,23,23,21.2,21.2
1990-12-14,195.869,23,23,23,21.2
1990-12-15,173.1646,0,0,23,23
1990-12-15,173.1646,0,0,0,23
1990-12-16,111.8179,0,0,0,0
1990-12-16,111.8179,0,0,0,0
1990-12-17,78.7555,0,0,0,0
1990-12-17,78.7555,0,0,0,0
1990-12-18,71.2236,0,0,0,0
1990-12-18,71.2236,0,0,0,0
1990-12-19,63.8223,0,0,0,0
1990-12-19,63.8223,0,0,0,0
1990-12-20,58.1624,0,0,0,0
1990-12-20,58.1624,0,0,0,0
1990-12-21,54.1746,0,0,0,0
1990-12-21,54.1746,0,0,0,0
1990-12-22,49.4533,0,0,0,0
1990-12-22,49.4533,0,0,0,0
1990-12-23,48.6735,0,0,0,0
1990-12-23,48.6735,0,0,0,0
1990-12-24,48.6735,0,0,0,0
1990-12-24,48.6735,0,0,0,0
1990-12-25,57.3611,9.2,9.2,0,0
1990-12-25,57.3611,9.2,9.2,9.2,0
1990-12-26,68.7415,0,0,9.2,9.2
1990-12-26,68.7415,0,0,0,9.2
1990-12-27,53.3828,0,0,0,0
1990-12-27,53.3828,0,0,0,0
1990-12-28,45.5752,0,0,0,0
1990-12-28,45.5752,0,0,0,0
1990-12-29,80.4461,16.6,16.6,0,0
1990-12-29,80.4461,16.6,16.6,16.6,0
1990-12-30,69.5672,0,0,16.6,16.6
1990-12-30,69.5672,0,0,0,16.6
1990-12-31,55.764,0,0,0,0
1990-12-31,55.764,0,0,0,0
1991-01-01,48.6735,0,0,0,0
1991-01-01,48.6735,0,0,0,0
1991-01-02,41.7515,0,0,0,0
1991-01-02,41.7515,0,0,0,0
1991-01-03,49.4533,0,0,0,0
1991-01-03,49.4533,0,0,0,0
1991-01-04,72.0542,28,28,0,0
1991-01-04,72.0542,28,28,28,0
1991-01-05,64.6379,0,0,28,28
1991-01-05,64.6379,0,0,0,28
1991-01-06,47.1201,0,0,0,0
1991-01-06,47.1201,0,0,0,0
1991-01-07,41.7515,0,0,0,0
1991-01-07,41.7515,0,0,0,0
1991-01-08,37.9852,0,0,0,0
1991-01-08,37.9852,0,0,0,0
1991-01-09,35.0162,0,0,0,0
1991-01-09,35.0162,0,0,0,0
1991-01-10,32.8164,0,0,0,0
1991-01-10,32.8164,0,0,0,0
1991-01-11,32.0885,3.2,3.2,0,0
1991-01-11,32.0885,3.2,3.2,3.2,0
1991-01-12,50.2352,0,0,3.2,3.2
1991-01-12,50.2352,0,0,0,3.2
1991-01-13,38.7337,0,0,0,0
1991-01-13,38.7337,0,0,0,0
1991-01-14,34.2803,0,0,0,0
1991-01-14,34.2803,0,0,0,0
1991-01-15,32.8164,0,0,0,0
1991-01-15,32.8164,0,0,0,0
1991-01-16,63.8223,0,0,0,0
1991-01-16,63.8223,0,0,0,0
1991-01-17,83.845,1.5,1.5,0,0
1991-01-17,83.845,1.5,1.5,1.5,0
1991-01-18,36.4957,0,0,1.5,1.5
1991-01-18,36.4957,0,0,0,1.5
1991-01-19,27.0725,0,0,0,0
1991-01-19,27.0725,0,0,0,0
1991-01-20,25.6662,0,0,0,0
1991-01-20,25.6662,0,0,0,0
1991-01-21,22.8924,0,0,0,0
1991-01-21,22.8924,0,0,0,0
1991-01-22,22.2073,0,0,0,0
1991-01-22,22.2073,0,0,0,0
1991-01-23,40.9935,27.8,27.8,0,0
1991-01-23,40.9935,27.8,27.8,27.8,0
1991-01-24,38.7337,9.4,9.4,27.8,27.8
1991-01-24,38.7337,9.4,9.4,9.4,27.8
1991-01-25,63.8223,37.8,37.8,9.4,9.4
1991-01-25,63.8223,37.8,37.8,37.8,9.4
1991-01-26,249.6722,27.4,27.4,37.8,37.8
1991-01-26,249.6722,27.4,27.4,27.4,37.8
1991-01-27,289.3525,24.2,24.2,27.4,27.4
1991-01-27,289.3525,24.2,24.2,24.2,27.4
1991-01-28,230.5154,0,0,24.2,24.2
1991-01-28,230.5154,0,0,0,24.2
